fontTitleLarge,google-symbols,V56sed,CpfJee,hfpxzc href,xxVWCe,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd (2),W4Efsd (3),UsdlK,lcr4fd href,Cw1rxd,R8c4Qb,Cw1rxd (2),R8c4Qb (2),W4Efsd (4),W4Efsd (5),W4Efsd (6),doJOZc,W4Efsd (7),e4rVHe,qBF1Pd (2),ah5Ghc,M4A5Cf,ah5Ghc (2)
,,,,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D9%86+%D8%AD%D8%B4%D9%8A%D8%B4%E2%80%AD/data=!4m7!3m6!1s0x14f594c73dc5efdb:0x6aedb459702a5fa5!8m2!3d31.099682!4d29.7729065!16s%2Fg%2F11h0b488vg!19sChIJ2-_FPceU9RQRpV8qcFm07Wo?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة الدكتور عبد الرحمن حشيش,عيادة الدكتور عبد الرحمن حشيش,5.0,(11),عِيادة أسنان,·,بلاك فورست، شارع اسكندرية مطروح، أمام كافور الهانوفيل، بجوار,03 3028181,,,Directions,,,·,Closed,· Opens 5 PM,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%8A%D8%A7%D8%B3%D8%B1+%D8%B1%D9%85%D8%B6%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f5937fe8694297:0x946fb83a04df1874!8m2!3d31.0837196!4d29.7438073!16s%2Fg%2F11h1hn4z0w!19sChIJl0Jp6H-T9RQRdBjfBDq4b5Q?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور ياسر رمضان,دكتور ياسر رمضان,5.0,(1),طبيب أسنان,·,ابويوسف، ك١٩ طريق اسكندرية مطروح,012 22867123,,,Directions,,,·,Closed,· Opens 3 PM,,,,,,,
,,,,https://www.google.com/maps/place/Dr+Ahmed+Saeed+Pharmacy/data=!4m7!3m6!1s0x14f59381a00154d9:0xbbfe67062922ab03!8m2!3d31.0816042!4d29.7397303!16s%2Fg%2F11h5smvydg!19sChIJ2VQBoIGT9RQRA6siKQZn_rs?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr Ahmed Saeed Pharmacy,,5.0,(1),صيدلية,·,طريق اسكندرية مطروح. الكيلو ١٩.٥ .العجمي,03 3193810,,,Directions,,,·,Open 24 hours,,,,,Dr Ahmed Saeed Pharmacy,Delivery,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D9%85%D8%AC%D8%AF+%D8%A7%D9%84%D8%AF%D9%86%D8%A7%D8%B5%D9%88%D8%B1%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f594c1a7a7a7bf:0x8e499971a573d209!8m2!3d31.1024771!4d29.7685366!16s%2Fg%2F11fl7byw_t!19sChIJv6enp8GU9RQRCdJzpXGZSY4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور أمجد الدناصورى,دكتور أمجد الدناصورى,5.0,(1),جراح تقويم عظام,·,"شارع الهانوفيل، متفرع من, Alexandria - Marsa Matrouh Rd",010 09931838,,,Directions,,,·,Closed,· Opens 7:31 PM,,,,,,,
,,,,https://www.google.com/maps/place/Dr.+Mervat+Fathy/data=!4m7!3m6!1s0x14f59496143cf61b:0x6c34aa090321fe13!8m2!3d31.093773!4d29.7646106!16s%2Fg%2F11h3ydqq8v!19sChIJG_Y8FJaU9RQRE_4hAwmqNGw?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Mervat Fathy,,,,طبيب أمراض نسائية و توليد,·,مدرسة الضوى، طريق اسكندرية مطروح بجوار شارع,03 3015933,,,Directions,,,·,Closed,· Opens 6 PM,,,No reviews,Dr. Mervat Fathy,,,
,,,,https://www.google.com/maps/place/%D8%A7%D9%84%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%AA%D8%AE%D8%B5%D8%B5%D9%8A+%D8%A7%D9%84%D8%A3%D9%86%D9%81+%D9%88%D8%A7%D9%84%D8%A3%D8%B0%D9%86+%D9%88%D8%A7%D9%84%D8%AD%D9%86%D8%AC%D8%B1%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f595a7549c43e1:0xc8847e6086a89425!8m2!3d31.1010792!4d29.7747872!16s%2Fg%2F11h8jkpgj_!19sChIJ4UOcVKeV9RQRJZSohmB-hMg?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,المركز التخصصي الأنف والأذن والحنجرة,المركز التخصصي الأنف والأذن والحنجرة,4.0,(24),مستشفى متخصص,·,Closed,03 3030146,,,Directions,,,"4Q2F+CWM, Alexandria - Marsa Matrouh Rd",· Opens 11 AM,·,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A7%D8%AD%D9%85%D8%AF+%D8%AD%D8%B3%D9%86+%D8%A7%D8%A8%D9%88+%D8%A7%D9%84%D8%B9%D9%86%D9%8A%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f595db7ac3e74f:0x83b4c6082cfcf969!8m2!3d31.0937067!4d29.7641275!16s%2Fg%2F11vf5731wn!19sChIJT-fDetuV9RQRafn8LAjGtIM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور احمد حسن ابو العنين,دكتور احمد حسن ابو العنين,5.0,(3),طبيب أمراض نسائية و توليد,·,Closed,010 07696043,https://www.facebook.com/profile.php?id=100063578001000&mibextid=ZbWKwL,,Website,,Directions,Alex matrouh st,·,· Opens 6 PM Wed,,,,,,,
,,,,https://www.google.com/maps/place/%D9%85%D8%B9%D9%85%D9%84+%D8%B9%D9%85%D8%A7%D8%B1+%D9%85%D8%B5%D8%B7%D9%81%D9%89+%D9%84%D9%84%D8%AA%D8%AD%D8%A7%D9%84%D9%8A%D9%84+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%A9+Ammar+Mostafa+Medical+Laboratory%E2%80%AD/data=!4m7!3m6!1s0x14f594965d7decb9:0x868ea5515df02868!8m2!3d31.0937673!4d29.7634076!16s%2Fg%2F11h7bbpcrj!19sChIJuex9XZaU9RQRaCjwXVGljoY?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,معمل عمار مصطفى للتحاليل الطبية Ammar Mostafa Medical Laboratory,معمل عمار مصطفى للتحاليل الطبية Ammar Mostafa Medical Laboratory,5.0,(43),مختبر طبي,·,"أمام شارع سالم عيد أعلى صيدليه نمره, شارع اسكندريه مطروح",012 23459165,,,Directions,,,·,Closed,· Opens 9 AM,,,,,On-site services,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9+%D9%81%D8%A7%D8%A6%D9%82%D8%A9+%D9%81%D8%B1%D8%AC%E2%80%AD/data=!4m7!3m6!1s0x14f594bf072e763f:0x20e1ef33f4d4e7a1!8m2!3d31.0967658!4d29.7687708!16s%2Fg%2F11h6gd8mx4!19sChIJP3YuB7-U9RQRoefU9DPv4SA?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتورة فائقة فرج,دكتورة فائقة فرج,,,طبيب أمراض نسائية و توليد,·,طريق اسكندرية مطروح مقابل، نقطة فوزى معاذ,012 24886552,,,Directions,,,·,Closed,· Opens 5 PM,,,No reviews,,,,
,,,,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D9%81%D9%84%D9%88%D8%B1%D9%8A%D8%AF%D8%A7+%D9%84%D8%B7%D8%A8+%D8%A7%D9%84%D8%A3%D8%B3%D9%86%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f595c5293e5ac3:0x90a81816041d532f!8m2!3d31.1035891!4d29.7785314!16s%2Fg%2F11jz4nqg6b!19sChIJw1o-KcWV9RQRL1MdBBYYqJA?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,مركز فلوريدا لطب الأسنان,مركز فلوريدا لطب الأسنان,4.4,(14),عِيادة أسنان,·,Closed,03 3011112,,,Directions,,,"4Q3H+C8R, Alexandria - Marsa Matrouh Rd",· Opens 11 AM,·,,,,,,,
,,,,https://www.google.com/maps/place/Dr.+Mohamed+Shaban+El+Rafai+Ghalwash/data=!4m7!3m6!1s0x14f594d1e4107071:0x7ea0f65c7b39f149!8m2!3d31.1065161!4d29.7820676!16s%2Fg%2F11b5pm7mnq!19sChIJcXAQ5NGU9RQRSfE5e1z2oH4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Mohamed Shaban El Rafai Ghalwash,,1.0,(2),عيادة طبية,·,4Q4J+JR4، طريق اسكندرية مطروح الصحراوى,010 01565924,,,Directions,,,,,,,,,Dr. Mohamed Shaban El Rafai Ghalwash,,,
,,,,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D9%87%D8%AF%D9%89+%D9%84%D9%84%D8%A3%D8%B3%D9%86%D8%A7%D9%86+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%A8%D9%8A%D9%88%D9%85%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f5949ad845ba63:0xc82c181fb23f2d15!8m2!3d31.089561!4d29.7550216!16s%2Fg%2F11h0v809f3!19sChIJY7pF2JqU9RQRFS0_sh8YLMg?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,مركز الهدى للأسنان دكتور محمد بيومى,مركز الهدى للأسنان دكتور محمد بيومى,4.0,(1),عِيادة أسنان,·,طريق اسكندرية مطروح مقابل، أبو يوسف,012 23463085,,,Directions,,,·,Closed,· Opens 3 PM,,,,,,,
,,,,https://www.google.com/maps/place/Saied+Elsawy/data=!4m7!3m6!1s0x14f5948d5f86c637:0x395e31e2c699dcfa!8m2!3d31.10155!4d29.7541178!16s%2Fg%2F1tk69xsx!19sChIJN8aGX42U9RQR-tyZxuIxXjk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Saied Elsawy,,2.0,(1),اختصاصي السكريّ,·,,,,,Directions,,,20 Alex - Marsa Matrouh,,,,,,Saied Elsawy,,,
,,,,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A3%D8%A8%D9%88+%D8%A7%D9%84%D8%B9%D9%84%D8%A7+%D8%A7%D9%84%D8%B7%D8%A8%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f594cf5bb09c13:0x1ee8d2b3961cf77d!8m2!3d31.1027788!4d29.7778284!16s%2Fg%2F11fk9cqq5g!19sChIJE5ywW8-U9RQRffcclrPS6B4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,مركز أبو العلا الطبى,مركز أبو العلا الطبى,4.8,(13),عيادة متخصصة,·,معامل الفا Alfa Labs، طريق اسكندرية مطروح بجوار,012 23318059,https://www.yellowpages.com.eg/ar/profile/%D9%85%D8%B1%D9%83%D8%B2-%D8%A7%D8%A8%D9%88-%D8%A7%D9%84%D8%B9%D9%84%D8%A7-%D8%A7%D9%84%D8%B7%D8%A8%D9%89/226349,,Website,,Directions,Closed,·,· Opens 4 PM,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%B9%D8%B1%D9%81%D9%87+%D8%A7%D9%85%D9%8A%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f594c1a7b01839:0x72a4561e118bb6f0!8m2!3d31.1024455!4d29.7685205!16s%2Fg%2F11h6rrrtvl!19sChIJORiwp8GU9RQR8LaLER5WpHI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور محمد عرفه امين,دكتور محمد عرفه امين,3.7,(3),طبيب عيون,·,"شارع الهانوفيل متفرع من, Alexandria - Marsa Matrouh Rd",010 17030309,,,Directions,,,·,Closed,· Opens 7 PM,,,,,,,
,,,,https://www.google.com/maps/place/%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%A7%D8%B0+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%B1%D8%A4%D9%88%D9%81+%D8%AA%D9%88%D9%81%D9%8A%D9%82+-+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A3%D9%85%D8%B1%D8%A7%D8%B6+%D8%A7%D9%84%D8%AC%D9%87%D8%A7%D8%B2+%D8%A7%D9%84%D9%87%D8%B6%D9%85%D9%8A+%D9%88%D8%A7%D9%84%D9%83%D8%A8%D8%AF+%D9%88+%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B8%D9%8A%D8%B1+%D8%A8%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89+%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A+%D8%A7%D9%84%D8%A7%D9%84%D9%85%D8%A7%D9%86%D9%8A+%D8%A8%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f593cd5a6f81f1:0xe9b44e5b97341f3c!8m2!3d31.0597184!4d29.7184737!16s%2Fg%2F11x_qckh5p!19sChIJ8YFvWs2T9RQRPB80l1tOtOk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,الاستاذ الدكتور محمد عبد الرؤوف توفيق - عيادة أمراض الجهاز الهضمي والكبد و المناظير بمستشفى السعودي الالماني بالإسكندرية,الاستاذ الدكتور محمد عبد الرؤوف توفيق - عيادة أمراض الجهاز الهضمي والكبد و المناظير بمستشفى السعودي الالماني بالإسكندرية,,,مستشفى خاصة,·,محور التعمير، كيلو ٢٣ Alexandria - Marsa Matrouh Rd,015 50844075,https://drmohamedtawfik2020.github.io/GI-clinic/,,Website,,Directions,·,·,Closed,,· Opens 10 AM,No reviews,,On-site services,,
,,,,https://www.google.com/maps/place/El+Sayed+Morsi/data=!4m7!3m6!1s0x14f594cf647271b3:0x92fb9b6988e5671a!8m2!3d31.1036044!4d29.7778574!16s%2Fg%2F1tdwxxcv!19sChIJs3FyZM-U9RQRGmfliGmb-5I?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,El Sayed Morsi,,5.0,(4),صحة,·,,015 03666592,,,Directions,,,2 Alex - Marsa Matrouh,,,,,,El Sayed Morsi,,,
,,,,https://www.google.com/maps/place/%D8%A7%D9%84%D8%AD%D8%B1%D9%8A%D9%87+%D9%88%D8%B4%D8%A7%D8%B1%D8%B9+%D9%85%D8%B5%D8%B7%D9%81%D9%89+%D9%83%D8%A7%D9%85%D9%84%E2%80%AD/data=!4m7!3m6!1s0x14f595004fbe27fb:0xd488caa2c0c45318!8m2!3d31.1062183!4d29.7760353!16s%2Fg%2F11z998xcj0!19sChIJ-ye-TwCV9RQRGFPEwKLKiNQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,الحريه وشارع مصطفى كامل,الحريه وشارع مصطفى كامل,,,طبيب عيون,·,,,,,Directions,,,"4Q4G+FCM, Alexandria - Marsa Matrouh Rd",,,,,No reviews,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B9%D8%B2%D9%8A%D8%B2%E2%80%AD/data=!4m7!3m6!1s0x14f59500258f925b:0xcc61ec646bc5501f!8m2!3d31.1065317!4d29.7823408!16s%2Fg%2F11y3937g4x!19sChIJW5KPJQCV9RQRH1DFa2TsYcw?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور عزيز,دكتور عزيز,1.0,(3),عيادة مسالك بولية,·,,012 08281121,,,Directions,,,"4Q4J+JW8, Alexandria - Marsa Matrouh Rd",,,,,,,,,
,,,,https://www.google.com/maps/place/Start+Academy/data=!4m7!3m6!1s0x14f595a6c38d5811:0x427711bb0f495194!8m2!3d31.0949851!4d29.7677867!16s%2Fg%2F11s4wjqw79!19sChIJEViNw6aV9RQRlFFJD7sRd0I?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Start Academy,,5.0,(2),أخصائي علم نفس,·,"عمارات سيتي بالاس عمارة ٣ الدور الاول, Alexandria - Marsa Matrouh Rd",015 07144010,https://www.facebook.com/BassantAhmedHussein,,Website,,Directions,Closed,·,· Opens 9 AM,,,,Start Academy,On-site services,·,Online classes
,,,,https://www.google.com/maps/place/%D8%AF%D8%A7%D8%B1+%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9+%D9%84%D8%B9%D9%84%D8%A7%D8%AC+%D9%88%D9%81%D8%AD%D9%88%D8%B5%D8%A7%D8%AA+%D8%A3%D9%85%D8%B1%D8%A7%D8%B6+%D8%A7%D9%84%D9%82%D9%84%D8%A8%E2%80%AD/data=!4m7!3m6!1s0x14f5959ad9953773:0x789ddd8541fb2037!8m2!3d31.0993707!4d29.7722887!16s%2Fg%2F11ljxqtn6w!19sChIJczeV2ZqV9RQRNyD7QYXdnXg?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دار الحياة لعلاج وفحوصات أمراض القلب,دار الحياة لعلاج وفحوصات أمراض القلب,4.8,(10),مستشفى أمراض القلب,·,Open 24 hours,010 10449060,,,Directions,,,"3QXC+PWV, Alexandria - Marsa Matrouh Rd",,·,,,,,,,
,,,,https://www.google.com/maps/place/%D8%AF%2F+%D9%85%D8%AD%D9%85%D8%AF+%D9%85%D9%85%D8%AF%D9%88%D8%AD+%D9%8A%D9%88%D8%B3%D9%81+%D9%84%D8%B7%D8%A8+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84+%D9%88%D8%AD%D8%AF%D9%8A%D8%AB%D9%89+%D8%A7%D9%84%D9%88%D9%84%D8%A7%D8%AF%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f59496667b3179:0xad7b559908514a03!8m2!3d31.0941445!4d29.7634315!16s%2Fg%2F11fl7cg0gc!19sChIJeTF7ZpaU9RQRA0pRCJlVe60?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,د/ محمد ممدوح يوسف لطب الأطفال وحديثى الولادة,د/ محمد ممدوح يوسف لطب الأطفال وحديثى الولادة,1.0,(1),طبيب أطفال,·,بجوار شارع مدرسة الضوى، طريق اسكندريةن، مطروح الكيلو ١٨,012 75784025,,,Directions,,,·,Closed,· Opens 6 PM,,,,,,,
,,,,https://www.google.com/maps/place/Assem+soliman+clinic/data=!4m7!3m6!1s0x14f594c738ae1d6f:0x5d94a55a0021c896!8m2!3d31.0994358!4d29.7726179!16s%2Fg%2F11crz_gnss!19sChIJbx2uOMeU9RQRlsghAFqllF0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Assem soliman clinic,,4.0,(5),عيادة طبية,·,Closed,03 3019903,,,Directions,,,"3QXF+Q2H, Alexandria - Marsa Matrouh Rd",· Opens 2 PM,·,,,,Assem soliman clinic,,,
,,,,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%AF+%2F+%D8%A3%D9%8A%D9%87+%D8%A7%D9%84%D9%86%D8%AC%D8%A7%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f5eb9a4745cc45:0x86f77e5c72c41f70!8m2!3d31.1161247!4d29.7953849!16s%2Fg%2F11h5lqd7bb!19sChIJRcxFR5rr9RQRcB_Eclx-94Y?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,مركز د / أيه النجار,مركز د / أيه النجار,5.0,(3),مركز طبي,·,"عرفات برج الماسه، شارع اسكندريه مطروح, Al Bitash",010 92610390,,,Directions,,,,,,,,,,,,
,,,,"https://www.google.com/maps/place/Dental+Etch+Clinic+,+%D8%AF%D9%8A%D9%86%D8%AA%D8%A7%D9%84+%D8%A5%D8%AA%D8%B4+%D9%84%D8%B7%D8%A8+%D8%A7%D9%84%D8%A7%D8%B3%D9%86%D8%A7%D9%86+%D8%AF.+%D9%87%D8%B4%D8%A7%D9%85+%D8%AA%D9%88%D8%BA%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f59515583fd5e5:0x854a4ac8b84caa19!8m2!3d31.090348!4d29.755391!16s%2Fg%2F11rcbfvls_!19sChIJ5dU_WBWV9RQRGapMuMhKSoU?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1","Dental Etch Clinic , دينتال إتش لطب الاسنان د. هشام توغان","Dental Etch Clinic , دينتال إتش لطب الاسنان د. هشام توغان",5.0,(5),عِيادة أسنان,·,"العجمي ،ابو يوسف ،طريق اسكندرية مطروح ،بجوار مدرسة, الاورمان",015 56444534,,,Directions,,,·,Closed,· Opens 5 AM,,,,,,,
,,,,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%B3%D9%8A%D9%84%D9%81%D8%B1%D8%A8%D9%8A%D8%AA%D8%B4+%D9%84%D8%B7%D8%A8+%D8%A7%D9%84%D8%AD%D9%8A%D9%88%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f5914d36f75d5d:0xe20756793a098528!8m2!3d31.0538112!4d29.6939163!16s%2Fg%2F11tg50dg_w!19sChIJXV33Nk2R9RQRKIUJOnlWB-I?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة سيلفربيتش لطب الحيوان,عيادة سيلفربيتش لطب الحيوان,4.3,(10),طبيب بيطري,·,Closed,012 06767802,,,Directions,,,كيلو ٢٦ Alexandria - Marsa Matrouh Rd,· Opens 10 AM,·,,,,,,,
,,,,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF.+%D8%B3%D8%B9%D9%8A%D8%AF+%D8%B9%D8%A7%D9%85%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f594bfae79f5d7:0x59a63a1e5bbe29fe!8m2!3d31.0969196!4d29.7680776!16s%2Fg%2F11h6flfz0r!19sChIJ1_V5rr-U9RQR_im-Wx46plk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة د. سعيد عامر,عيادة د. سعيد عامر,,,عيادة طبية,·,طريق اسكندرية مطروح مقابل نقطة، محمد فوزى معاذ,012 80169858,,,Directions,,,·,Closed,· Opens 2 PM,,,No reviews,,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9+%D8%B4%D9%8A%D9%85%D8%A7%D8%A1+%D8%AD%D8%B3%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f5ead5f54e7b0d:0xbddd3ce414c40b3b!8m2!3d31.1142454!4d29.7932843!16s%2Fg%2F11cn6bmnmk!19sChIJDXtO9dXq9RQROwvEFOQ83b0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتورة شيماء حسن,دكتورة شيماء حسن,,,طبيب أطفال,·,4Q7V+M8V، طريق اسكندرية مطروح,03 3188303,,,Directions,,,,,,,,No reviews,,,,
,,,,https://www.google.com/maps/place/%D8%AD%D8%B4%D9%85%D8%AA+%D8%A8%D8%B7%D8%B1%D8%B3+%D8%A8%D8%B1%D9%86%D8%A7%D8%A8%D9%87%E2%80%AD/data=!4m7!3m6!1s0x14f5953c3e23ac2b:0x70fdd65473fb5811!8m2!3d31.1049364!4d29.7799764!16s%2Fg%2F11ppygqgzh!19sChIJK6wjPjyV9RQREVj7c1TW_XA?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,حشمت بطرس برنابه,حشمت بطرس برنابه,4.7,(3),مؤسسة غير ربحية,·,,,,,Directions,,,"4Q3H+XXH, Alexandria - Marsa Matrouh Rd",,,,,,,,,
,,,,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%8A%D8%A7%D8%B3%D8%B1+%D8%A7%D9%84%D8%AD%D8%AF%D8%A7%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f594c1a7a16f61:0x81fdbd3e7a48cbb9!8m2!3d31.1024618!4d29.7685557!16s%2Fg%2F11h6r6r7g2!19sChIJYW-hp8GU9RQRuctIej69_YE?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة الدكتور ياسر الحداد,عيادة الدكتور ياسر الحداد,5.0,(1),طبيب نفسي,·,4Q29+XCM، شارع الهانوفيل متفرع من طريق اسكندرية مطروح,010 98088803,,,Directions,,,·,Closed,· Opens 12 PM,,,,,,,
,,,,https://www.google.com/maps/place/Haven+medical+center/data=!4m7!3m6!1s0x14f5ebe937995b77:0xea1e8b085cb355e3!8m2!3d31.1163019!4d29.7958732!16s%2Fg%2F11zh6sgjsx!19sChIJd1uZN-nr9RQR41WzXAiLHuo?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Haven medical center,,5.0,(3),مركز طبي,·,Closed,015 00079995,,,Directions,,,"infront of agamy administration, Alexandria - Marsa Matrouh Rd",· Opens 10 AM,·,,,,Haven medical center,,,
,,,,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B4%D8%B1%D9%8A%D9%81+%D9%85%D8%AD%D9%85%D8%AF+%D9%88%D8%B5%D9%8A%D9%81%E2%80%AD/data=!4m7!3m6!1s0x14f594c0a6e063b5:0x67c454eba31a2ee3!8m2!3d31.0987232!4d29.770565!16s%2Fg%2F11h6qddfdf!19sChIJtWPgpsCU9RQR4y4ao-tUxGc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور شريف محمد وصيف,دكتور شريف محمد وصيف,2.0,(1),جراح تجميل,·,Closed,010 09082434,,,Directions,,,"3QXC+F6P، امام ميدان الهانوفيل, Alexandria - Marsa Matrouh Rd",· Opens 2 PM,·,,,,,,,
